Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-790,-21,,11,,-4,-3,-6,5,-8,-10,1,3,-1,2,,5,4,,,,,
,151,,4,-3,-5,10,-3,9,2,10,1,7,-10,-20,-15,-18,-4,-5,,,,,
,204,-13,-21,-8,2,4,4,4,7,-7,18,-7,2,16,8,15,-9,-2,,,,,
,358,3,14,-5,-2,2,7,-2,-6,-1,-6,1,12,8,1,-11,4,7,,,,,
,-840,11,5,15,2,-7,8,11,-4,,-7,-5,2,-13,1,9,9,-7,,,,,
,280,-1,-5,-3,4,4,-10,5,-2,5,-5,-19,-7,5,-1,2,19,-8,,,,,
,554,,12,3,5,8,-2,-5,4,3,1,18,-2,-1,-4,-4,-14,9,,,,,
,-522,2,-4,5,17,-14,2,-5,2,4,-2,6,2,-2,-2,-3,1,2,,,,,
,-139,-12,-3,-6,-6,1,-7,-6,2,,6,-13,5,-8,-3,-3,5,-1,,,,,
,608,-22,4,-5,-16,2,,5,1,-5,4,16,-10,-5,-3,-5,-8,2,,,,,
,-120,21,-5,9,-1,7,1,,-6,-15,-12,,7,8,2,-3,1,-2,,,,,
,-171,2,-4,,5,-7,-4,-2,7,8,7,-12,2,-1,6,2,6,-5,,,,,
,577,11,2,4,12,-7,8,-8,11,-2,7,10,1,6,,9,-13,-2,,,,,
,-622,-31,2,-13,-9,2,-11,10,-1,4,-4,,-9,3,-7,-6,-3,,,,,,
,196,-2,-1,-3,-4,-1,3,6,-16,2,9,-11,-1,-8,3,-3,-5,3,,,,,
,-577,-10,-6,-13,11,2,9,-9,3,4,-4,-1,6,-10,10,-2,12,1,,,,,
,325,,8,11,-7,-1,-7,-2,-1,-13,-12,-8,7,13,2,18,-1,-2,,,,,
,54,11,3,16,2,6,2,6,1,10,2,5,-14,-1,-4,-2,2,5,,,,,
,2042,-14,-1,-3,6,-11,1,-4,6,-4,3,3,2,1,-1,-9,-3,-5,,,,,
,-2120,15,-11,-15,-8,5,-5,7,-10,-2,-7,8,-8,-6,-6,-6,-2,-3,,,,,
,555,-13,6,-4,-6,-6,-8,4,-5,-4,1,17,17,11,16,,3,-5,,,,,
,-550,-21,-4,11,3,16,3,-20,9,,,-6,-15,,-8,2,-10,-1,,,,,
,35,2,18,14,7,-1,4,3,5,4,16,-14,-4,-5,-6,3,5,15,,,,,
,-22,-1,-2,-13,-7,-4,1,11,1,-12,2,3,4,-6,-1,2,-1,-3,,,,,
,279,1,-8,-19,7,-3,1,-3,1,-9,-12,-7,,1,,-2,3,-2,,,,,
,78,18,-6,8,-6,18,-1,-16,-1,30,-5,-4,1,-1,-6,4,15,6,,,,,
,-447,-18,,12,-6,-3,8,4,-4,-1,,8,2,-1,-1,-4,-13,-11,,,,,
,-227,-12,2,-7,11,-3,5,9,-9,1,5,7,-1,11,5,4,-3,8,,,,,
,645,13,-4,-1,-8,-12,-8,-1,-2,-6,,-7,-1,-4,-1,-7,1,4,,,,,
,-632,,-7,9,5,7,3,1,7,1,9,-3,1,-3,-15,-3,-4,-11,,,,,
,81,-12,2,-1,4,4,2,11,4,17,2,,3,-2,11,7,14,7,,,,,
,103,1,2,-7,-4,1,-12,-6,-2,-13,-16,12,5,-1,15,-11,-2,,,,,,
,-41,11,,4,-7,-1,-10,,6,-9,10,-2,-5,5,3,22,-2,-7,,,,,
,-85,-11,55432,55443,55483,55509,55430,55449,55485,55515,55485,55535,55554,55567,55478,55507,55569,55549,,,,,
,516,-1,222785,222907,223146,223263,222815,223021,223172,223184,223164,223329,223460,223394,223029,223215,223443,223332,,,,,
,-757,,55966,56006,56092,56120,56002,56052,56090,56082,56096,56137,56159,56132,56022,56085,56163,56121,,,,,
,-169,-20,-3,-4,-2,9,8,-3,-5,6,-3,-13,-8,6,5,13,7,-5,,,,,
,633,21,5,5,3,-12,2,3,10,-6,7,5,16,-6,2,3,5,8,,,,,
,264,-20,4,1,-1,-10,-13,-5,-4,-9,8,-1,-9,-7,-3,-3,4,-2,,,,,
,1292,,-4,-6,-2,13,-6,1,-2,8,-5,12,2,4,6,-8,-3,-7,,,,,
,-1543,3,-5,6,-5,-3,3,4,2,1,-3,9,2,3,-5,1,6,2,,,,,
,3,-13,7,-4,2,-2,5,-3,7,13,-8,-6,,3,3,5,5,-5,,,,,
,-43,-1,-2,6,6,12,-2,8,-1,5,-1,-21,-3,-9,4,-10,-8,-6,,,,,
,1597,-8,1,9,-9,-14,-2,-10,-9,-17,10,-4,-7,-1,-14,12,-9,14,,,,,
,-1423,8,1,-9,6,6,-8,-2,-1,-1,-11,15,11,-8,1,-1,2,,,,,,
,-126,12,7,-13,-8,-3,-1,3,5,-1,9,-2,3,6,6,-7,8,-7,,,,,
,78,-12,1,-2,,2,-8,-1,-5,-6,-1,-11,-2,-4,-1,-2,2,2,,,,,
,1602,-21,-15,7,-3,4,3,8,6,7,5,13,-5,4,,4,-13,3,,,,,
,-2201,20,-10,1,6,-6,22,-3,1,4,-7,3,-7,6,-5,,6,-5,,,,,
,2087,-20,14,8,-15,,-10,-3,2,-6,-4,-10,-2,11,10,4,-1,4,,,,,
,-2063,1,1,-2,7,5,-3,-4,-12,,6,2,-4,-9,-1,4,-6,,,,,,
,-121,,-3,3,6,3,17,1,-7,11,12,16,-7,-6,3,-10,-3,-8,,,,,
,-101,,7,-7,-11,-8,-10,1,,-4,-2,-6,13,2,-6,-6,3,3,,,,,
,16,,4,7,-5,-9,-8,-12,5,-18,-3,-4,7,3,-1,9,-1,4,,,,,
,-143,,-5,2,11,8,3,,4,17,-11,-13,-8,4,-3,2,-3,4,,,,,
,373,-11,-1,-4,-4,5,-4,14,-4,9,-3,-1,9,-10,-2,-5,10,-9,,,,,
,-27,11,5,-9,-7,-8,-2,,-4,-7,5,3,-4,6,4,1,-2,-4,,,,,
,-183,,8,-3,4,6,7,,,-3,2,-4,-8,-1,-5,-9,,8,,,,,
,54,-11,-6,-4,4,8,4,-2,6,2,-10,2,9,3,1,1,-2,2,,,,,
,138,,-4,11,,-1,9,13,4,3,-2,-3,-5,12,8,8,,-4,,,,,
,548,,-11,5,3,-8,-12,-9,-8,-10,5,10,-6,-5,2,-5,5,-8,,,,,
,-748,-1,6,3,4,7,-3,-7,6,-1,-5,-2,-6,-4,3,3,5,2,,,,,
,213,2,3,-3,-2,-12,-12,5,-5,11,8,7,2,-3,-4,-2,-8,10,,,,,
,-50,-4,-10,-5,,2,-4,2,4,-8,-8,-5,1,6,-8,-7,-2,-1,,,,,
,143,-14,7,7,9,-2,7,-2,5,-3,2,2,23,-5,8,13,10,10,,,,,
,-31,-13,-6,-5,-11,8,10,6,-20,-4,10,-1,10,1,-6,5,2,3,,,,,
,-183,11,6,-7,-1,-1,-3,-15,5,6,-8,-8,-15,-11,,-2,-3,-4,,,,,
,165,-11,12,-3,5,-4,3,10,10,2,-4,-3,-17,11,5,,-2,-11,,,,,
,413,20,-11,-4,1,2,-4,-8,-2,-3,6,3,-7,-7,2,-13,-12,-2,,,,,
,-594,-9,3,5,-12,-2,4,4,,6,1,,9,-8,1,4,5,-9,,,,,
,30,-12,-6,,6,-8,-4,-6,-3,-5,-5,7,5,-4,1,-9,4,-1,,,,,
,-266,1,-1,4,14,10,17,8,-3,,8,-6,,11,-12,2,-4,7,,,,,
,491,-1,5,6,-8,3,-3,-2,15,-10,2,7,7,,13,3,2,-2,,,,,
,-23,1,3,3,,-5,-22,-1,1,5,-1,-3,-6,9,-3,5,-2,1,,,,,
,-268,-21,7,-7,,4,17,-3,9,7,2,-5,,-8,1,-8,4,10,,,,,
