Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Cz (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-615,22,,,,,,,,-1,,,,,,,,-6,,,,,
,-105,-20,,,,,,,,-6,,,,,,,,8,,,,,
,28,-11,,,,,,,,-10,,,,,,,,-2,,,,,
,-937,-3,,,,,,,,19,,,,,,,,11,,,,,
,1415,4,,,,,,,,1,,,,,,,,-1,,,,,
,1671,11,,,,,,,,-3,,,,,,,,-2,,,,,
,-2848,-12,,,,,,,,3,,,,,,,,-1,,,,,
,512,12,,,,,,,,1,,,,,,,,-13,,,,,
,409,-10,,,,,,,,-7,,,,,,,,7,,,,,
,-347,,,,,,,,,2,,,,,,,,7,,,,,
,-270,-21,,,,,,,,7,,,,,,,,5,,,,,
,-177,17,,,,,,,,-6,,,,,,,,-11,,,,,
,868,-16,,,,,,,,-5,,,,,,,,5,,,,,
,-438,2,,,,,,,,-1,,,,,,,,3,,,,,
,422,-2,,,,,,,,-7,,,,,,,,-7,,,,,
,-685,-1,,,,,,,,5,,,,,,,,-1,,,,,
,159,1,,,,,,,,2,,,,,,,,2,,,,,
,-139,-2,,,,,,,,6,,,,,,,,4,,,,,
,323,2,,,,,,,,-5,,,,,,,,-11,,,,,
,378,-18,,,,,,,,7,,,,,,,,,,,,,
,-301,,,,,,,,,2,,,,,,,,1,,,,,
,-364,,,,,,,,,-5,,,,,,,,9,,,,,
,3737,1,,,,,,,,6,,,,,,,,4,,,,,
,-2184,-25,,,,,,,,-13,,,,,,,,-3,,,,,
,-1514,24,,,,,,,,1,,,,,,,,-10,,,,,
,200,,,,,,,,,18,,,,,,,,12,,,,,
,2437,-41,,,,,,,,-1,,,,,,,,,,,,,
,-2288,-4,,,,,,,,-7,,,,,,,,-12,,,,,
,-471,-2,,,,,,,,3,,,,,,,,-1,,,,,
,122,40,,,,,,,,,,,,,,,,,,,,,
,194,-38,,,,,,,,3,,,,,,,,16,,,,,
,437,1,,,,,,,,-3,,,,,,,,-8,,,,,
,-1225,5,,,,,,,,-8,,,,,,,,-8,,,,,
,466,-7,,,,,,,,-1,,,,,,,,2,,,,,
,574,,,,,,,,,-3,,,,,,,,-2,,,,,
,-111,4,,,,,,,,11,,,,,,,,-4,,,,,
,-212,-31,,,,,,,,7,,,,,,,,7,,,,,
,317,13,,,,,,,,-8,,,,,,,,4,,,,,
,-837,-15,,,,,,,,-2,,,,,,,,-16,,,,,
,1404,17,,,,,,,,-7,,,,,,,,15,,,,,
,-319,-17,,,,,,,,1,,,,,,,,9,,,,,
,-985,-2,,,,,,,,8,,,,,,,,,,,,,
,-64,2,,,,,,,,1,,,,,,,,-3,,,,,
,25,1,,,,,,,,-6,,,,,,,,-14,,,,,
,-516,-3,,,,,,,,-5,,,,,,,,-2,,,,,
,474,4,,,,,,,,3,,,,,,,,-2,,,,,
,107,-33,,,,,,,,19,,,,,,,,11,,,,,
,-204,2,,,,,,,,-8,,,,,,,,6,,,,,
,651,18,,,,,,,,-3,,,,,,,,-8,,,,,
,-340,-20,,,,,,,,3,,,,,,,,2,,,,,
,234,-1,,,,,,,,4,,,,,,,,,,,,,
,-26,-2,,,,,,,,2,,,,,,,,6,,,,,
,-372,18,,,,,,,,-15,,,,,,,,-5,,,,,
,830,-18,,,,,,,,12,,,,,,,,7,,,,,
,-425,,,,,,,,,-9,,,,,,,,-5,,,,,
,-48,1,,,,,,,,7,,,,,,,,-5,,,,,
,3738,-6,,,,,,,,-2,,,,,,,,-3,,,,,
,-3602,15,,,,,,,,-12,,,,,,,,5,,,,,
,129,-27,,,,,,,,1,,,,,,,,1,,,,,
,983,-2,,,,,,,,1,,,,,,,,-7,,,,,
,-2128,14,,,,,,,,9,,,,,,,,4,,,,,
,430,6,,,,,,,,9,,,,,,,,2,,,,,
,471,-20,,,,,,,,-10,,,,,,,,5,,,,,
,385,-7,,,,,,,,-8,,,,,,,,,,,,,
,-623,-3,,,,,,,,6,,,,,,,,-6,,,,,
,1200,,,,,,,,,7,,,,,,,,-4,,,,,
,-1034,20,,,,,,,,-4,,,,,,,,13,,,,,
,-162,-1,,,,,,,,10,,,,,,,,-2,,,,,
,-134,-17,,,,,,,,-14,,,,,,,,-1,,,,,
,-127,1,,,,,,,,,,,,,,,,-6,,,,,
,1408,,,,,,,,,2,,,,,,,,-1,,,,,
,1123,-1,,,,,,,,-1,,,,,,,,8,,,,,
,-2252,-1,,,,,,,,-5,,,,,,,,3,,,,,
,1995,1,,,,,,,,9,,,,,,,,1,,,,,
,-1170,-26,,,,,,,,,,,,,,,,-10,,,,,
,-1417,26,,,,,,,,,,,,,,,,4,,,,,
,832,-33,,,,,,,,5,,,,,,,,-8,,,,,
,-240,7,,,,,,,,-4,,,,,,,,4,,,,,
,-460,-21,,,,,,,,-8,,,,,,,,-10,,,,,
,-25,13,,,,,,,,,,,,,,,,-5,,,,,
,847,1,,,,,,,,7,,,,,,,,18,,,,,
,-349,-14,,,,,,,,4,,,,,,,,,,,,,
,1113,,,,,,,,,-2,,,,,,,,-4,,,,,
,-1013,3,,,,,,,,-4,,,,,,,,9,,,,,
,642,-3,,,,,,,,-11,,,,,,,,3,,,,,
,-881,-17,,,,,,,,-3,,,,,,,,1,,,,,
,1164,,,,,,,,,5,,,,,,,,-11,,,,,
,-169,-9,,,,,,,,9,,,,,,,,12,,,,,
,-27,-6,,,,,,,,,,,,,,,,-3,,,,,
,-225,13,,,,,,,,-2,,,,,,,,1,,,,,
,-758,2,,,,,,,,2,,,,,,,,-2,,,,,
,240,-28,,,,,,,,-5,,,,,,,,-5,,,,,
,-673,28,,,,,,,,-1,,,,,,,,2,,,,,
,622,-13,,,,,,,,6,,,,,,,,-2,,,,,
,517,4,,,,,,,,-3,,,,,,,,-9,,,,,
,-1425,-22,,,,,,,,8,,,,,,,,3,,,,,
,819,-10,,,,,,,,-4,,,,,,,,8,,,,,
,727,6,,,,,,,,-5,,,,,,,,-15,,,,,
,-107,-9,,,,,,,,2,,,,,,,,7,,,,,
,-324,13,,,,,,,,1,,,,,,,,,,,,,
,-179,,,,,,,,,1,,,,,,,,-5,,,,,
,-69,,,,,,,,,-6,,,,,,,,12,,,,,
,553,-13,,,,,,,,1,,,,,,,,-10,,,,,
,-729,,,,,,,,,-11,,,,,,,,,,,,,
,672,4,,,,,,,,11,,,,,,,,-3,,,,,
,693,-21,,,,,,,,7,,,,,,,,11,,,,,
,-1479,-1,,,,,,,,12,,,,,,,,,,,,,
,3325,1,,,,,,,,-2,,,,,,,,-12,,,,,
,-2737,17,,,,,,,,-17,,,,,,,,5,,,,,
,-769,-17,,,,,,,,10,,,,,,,,9,,,,,
,753,-11,,,,,,,,7,,,,,,,,-10,,,,,
,-56,-18,,,,,,,,5,,,,,,,,2,,,,,
,396,23,,,,,,,,-17,,,,,,,,4,,,,,
,89,-4,,,,,,,,-11,,,,,,,,-9,,,,,
,-836,-21,,,,,,,,7,,,,,,,,-4,,,,,
,-455,19,,,,,,,,16,,,,,,,,8,,,,,
,1454,-13,,,,,,,,-9,,,,,,,,1,,,,,
,137,-4,,,,,,,,3,,,,,,,,-2,,,,,
,-1058,-12,,,,,,,,-18,,,,,,,,11,,,,,
,-255,17,,,,,,,,-5,,,,,,,,-6,,,,,
,518,-6,,,,,,,,26,,,,,,,,8,,,,,
,53,-10,,,,,,,,-4,,,,,,,,-12,,,,,
,-274,-1,,,,,,,,-13,,,,,,,,-7,,,,,
,249,-21,,,,,,,,5,,,,,,,,6,,,,,
,4673,22,,,,,,,,2,,,,,,,,-1,,,,,
,-3521,-22,,,,,,,,1,,,,,,,,6,,,,,
,-568,-10,,,,,,,,2,,,,,,,,1,,,,,
,1654,10,,,,,,,,5,,,,,,,,-4,,,,,
,-2761,-5,,,,,,,,-10,,,,,,,,3,,,,,
,359,5,,,,,,,,,,,,,,,,,,,,,
,-365,-26,,,,,,,,2,,,,,,,,-2,,,,,
,2551,-5,,,,,,,,-9,,,,,,,,-8,,,,,
,-2146,13,,,,,,,,15,,,,,,,,8,,,,,
,-315,-13,,,,,,,,-3,,,,,,,,-1,,,,,
,-661,-10,,,,,,,,-5,,,,,,,,1,,,,,
,1016,-3,,,,,,,,4,,,,,,,,8,,,,,
,-77,3,,,,,,,,-9,,,,,,,,-10,,,,,
,-418,-8,,,,,,,,5,,,,,,,,-6,,,,,
,532,5,,,,,,,,-7,,,,,,,,7,,,,,
,-428,3,,,,,,,,14,,,,,,,,9,,,,,
,904,,,,,,,,,-4,,,,,,,,-8,,,,,
,653,-21,,,,,,,,-6,,,,,,,,-2,,,,,
,-1745,1,,,,,,,,5,,,,,,,,5,,,,,
,184,17,,,,,,,,2,,,,,,,,-4,,,,,
,792,-30,,,,,,,,-4,,,,,,,,-3,,,,,
,-553,-2,,,,,,,,-1,,,,,,,,8,,,,,
,210,15,,,,,,,,2,,,,,,,,5,,,,,
,-173,,,,,,,,,4,,,,,,,,-5,,,,,
,-121,-13,,,,,,,,-8,,,,,,,,-6,,,,,
,4982,13,,,,,,,,3,,,,,,,,-11,,,,,
,-3041,-13,,,,,,,,7,,,,,,,,8,,,,,
,-2648,-19,,,,,,,,-7,,,,,,,,11,,,,,
,1655,22,,,,,,,,-2,,,,,,,,-2,,,,,
,-808,-3,,,,,,,,4,,,,,,,,-1,,,,,
,-257,-27,,,,,,,,-2,,,,,,,,4,,,,,
,293,-3,,,,,,,,12,,,,,,,,-4,,,,,
,248,12,,,,,,,,-4,,,,,,,,3,,,,,
,-867,,,,,,,,,-4,,,,,,,,-3,,,,,
,9875,-8,,,,,,,,1,,,,,,,,5,,,,,
,-3605,-10,,,,,,,,3,,,,,,,,-1,,,,,
,-3024,-2,,,,,,,,,,,,,,,,-4,,,,,
,-2287,-33,,,,,,,,-10,,,,,,,,-2,,,,,
,-315,43,,,,,,,,-1,,,,,,,,2,,,,,
,48,-16,,,,,,,,9,,,,,,,,-3,,,,,
,-139,-40,,,,,,,,8,,,,,,,,-2,,,,,
,283,10,,,,,,,,-7,,,,,,,,4,,,,,
,-254,4,,,,,,,,-7,,,,,,,,1,,,,,
,-412,23,,,,,,,,2,,,,,,,,9,,,,,
,814,-23,,,,,,,,3,,,,,,,,1,,,,,
,-700,-31,,,,,,,,-2,,,,,,,,-16,,,,,
,12,18,,,,,,,,10,,,,,,,,3,,,,,
,360,1,,,,,,,,-9,,,,,,,,7,,,,,
,221,-1,,,,,,,,-8,,,,,,,,-9,,,,,
,-524,-20,,,,,,,,4,,,,,,,,2,,,,,
,561,1,,,,,,,,7,,,,,,,,3,,,,,
,-371,-10,,,,,,,,1,,,,,,,,5,,,,,
,-158,11,,,,,,,,-8,,,,,,,,-10,,,,,
,870,3,,,,,,,,8,,,,,,,,2,,,,,
,-1217,-4,,,,,,,,2,,,,,,,,-5,,,,,
,425,-12,,,,,,,,-4,,,,,,,,-5,,,,,
,31,2,,,,,,,,7,,,,,,,,7,,,,,
,561,-21,,,,,,,,-10,,,,,,,,3,,,,,
,39,-13,,,,,,,,2,,,,,,,,6,,,,,
,-686,,,,,,,,,,,,,,,,,4,,,,,
,284,3,,,,,,,,-13,,,,,,,,-4,,,,,
,187,11,,,,,,,,18,,,,,,,,-10,,,,,
,-598,-1,,,,,,,,2,,,,,,,,2,,,,,
,-145,,,,,,,,,-22,,,,,,,,9,,,,,
,334,-11,,,,,,,,-3,,,,,,,,1,,,,,
,132,1,,,,,,,,7,,,,,,,,-12,,,,,
,-340,1,,,,,,,,15,,,,,,,,1,,,,,
,140,-1,,,,,,,,3,,,,,,,,1,,,,,
,-294,-31,,,,,,,,-12,,,,,,,,5,,,,,
,-632,-3,,,,,,,,2,,,,,,,,4,,,,,
,6952,3,,,,,,,,-3,,,,,,,,6,,,,,
,6476,29,,,,,,,,6,,,,,,,,-8,,,,,
,9561,-29,,,,,,,,-6,,,,,,,,-6,,,,,
,4504,22,,,,,,,,11,,,,,,,,,,,,,
,85,-6,,,,,,,,3,,,,,,,,-9,,,,,
,-2472,-22,,,,,,,,-8,,,,,,,,17,,,,,
,-834,13,,,,,,,,-3,,,,,,,,3,,,,,
,-2424,-32,,,,,,,,4,,,,,,,,-3,,,,,
,-1989,10,,,,,,,,-16,,,,,,,,-14,,,,,
,432,-14,,,,,,,,-3,,,,,,,,9,,,,,
,-3717,-1,,,,,,,,18,,,,,,,,-1,,,,,
,-2137,24,,,,,,,,3,,,,,,,,-4,,,,,
,3247,-9,,,,,,,,-2,,,,,,,,-4,,,,,
,-3744,-6,,,,,,,,2,,,,,,,,-1,,,,,
,-3259,6,,,,,,,,-16,,,,,,,,2,,,,,
,-3217,-9,,,,,,,,12,,,,,,,,5,,,,,
,-1565,-3,,,,,,,,3,,,,,,,,-9,,,,,
,-1768,-7,,,,,,,,-2,,,,,,,,7,,,,,
,-1785,-24,,,,,,,,-3,,,,,,,,11,,,,,
,-1370,-5,,,,,,,,-3,,,,,,,,,,,,,
,1081,3,,,,,,,,5,,,,,,,,-10,,,,,
,-1778,9,,,,,,,,-2,,,,,,,,-1,,,,,
,1428,-11,,,,,,,,-11,,,,,,,,10,,,,,
,-413,-1,,,,,,,,1,,,,,,,,6,,,,,
,-438,-19,,,,,,,,7,,,,,,,,-13,,,,,
,-432,21,,,,,,,,-4,,,,,,,,-8,,,,,
,1901,-1,,,,,,,,2,,,,,,,,7,,,,,
,-1877,-31,,,,,,,,3,,,,,,,,3,,,,,
,2387,1,,,,,,,,-6,,,,,,,,1,,,,,
,-2466,,,,,,,,,6,,,,,,,,-1,,,,,
,731,-1,,,,,,,,3,,,,,,,,-5,,,,,
,-389,1,,,,,,,,5,,,,,,,,-7,,,,,
,-158,,,,,,,,,-8,,,,,,,,7,,,,,
,-173,-21,,,,,,,,2,,,,,,,,7,,,,,
,-39,20,,,,,,,,6,,,,,,,,-3,,,,,
,-3,2,,,,,,,,2,,,,,,,,-9,,,,,
,-167,-21,,,,,,,,-8,,,,,,,,5,,,,,
,411,-12,,,,,,,,-7,,,,,,,,,,,,,
,752,2,,,,,,,,-2,,,,,,,,2,,,,,
,-1082,10,,,,,,,,8,,,,,,,,-1,,,,,
,775,,,,,,,,,-1,,,,,,,,7,,,,,
,136,1,,,,,,,,-4,,,,,,,,,,,,,
,-298,-12,,,,,,,,4,,,,,,,,-3,,,,,
,-853,,,,,,,,,7,,,,,,,,,,,,,
,675,2,,,,,,,,-17,,,,,,,,-14,,,,,
,569,-3,,,,,,,,3,,,,,,,,11,,,,,
,-533,-18,,,,,,,,11,,,,,,,,7,,,,,
,-798,-11,,,,,,,,-17,,,,,,,,1,,,,,
,709,4,,,,,,,,-3,,,,,,,,-7,,,,,
,-571,-6,,,,,,,,6,,,,,,,,3,,,,,
,568,3,,,,,,,,22,,,,,,,,-2,,,,,
,1761,-1,,,,,,,,6,,,,,,,,3,,,,,
,-2146,-1,,,,,,,,-15,,,,,,,,-6,,,,,
,506,-22,,,,,,,,-11,,,,,,,,5,,,,,
,149,3,,,,,,,,7,,,,,,,,2,,,,,
,92,-1,,,,,,,,5,,,,,,,,-8,,,,,
,-735,-14,,,,,,,,-3,,,,,,,,-4,,,,,
,-176,4,,,,,,,,6,,,,,,,,9,,,,,
,517,,,,,,,,,-4,,,,,,,,2,,,,,
,-68,,,,,,,,,-3,,,,,,,,-10,,,,,
,-472,11,,,,,,,,10,,,,,,,,2,,,,,
,1129,-11,,,,,,,,3,,,,,,,,9,,,,,
,-503,-19,,,,,,,,-10,,,,,,,,-8,,,,,
,-289,19,,,,,,,,-5,,,,,,,,-3,,,,,
,248,-31,,,,,,,,6,,,,,,,,18,,,,,
,604,-2,,,,,,,,11,,,,,,,,-7,,,,,
,-578,2,,,,,,,,-6,,,,,,,,-1,,,,,
,2613,11,,,,,,,,-18,,,,,,,,-1,,,,,
,-2836,-9,,,,,,,,4,,,,,,,,-1,,,,,
,457,,,,,,,,,,,,,,,,,-3,,,,,
,279,-22,,,,,,,,7,,,,,,,,6,,,,,
,46,-1,,,,,,,,4,,,,,,,,,,,,,
,-739,4,,,,,,,,-1,,,,,,,,-7,,,,,
,-391,17,,,,,,,,-8,,,,,,,,12,,,,,
,1100,-32,,,,,,,,10,,,,,,,,14,,,,,
,-1080,14,,,,,,,,6,,,,,,,,-12,,,,,
,-44,-2,,,,,,,,-3,,,,,,,,-11,,,,,
,136,-11,,,,,,,,-9,,,,,,,,16,,,,,
,382,14,,,,,,,,3,,,,,,,,,,,,,
,139,-7,,,,,,,,1,,,,,,,,-2,,,,,
,-678,-6,,,,,,,,4,,,,,,,,2,,,,,
,305,-12,,,,,,,,5,,,,,,,,-5,,,,,
,354,-9,,,,,,,,-4,,,,,,,,-15,,,,,
,1626,9,,,,,,,,-4,,,,,,,,,,,,,
,1953,9,,,,,,,,-3,,,,,,,,-4,,,,,
,-2439,1,,,,,,,,-7,,,,,,,,-2,,,,,
,-511,-33,,,,,,,,4,,,,,,,,16,,,,,
,2,4,,,,,,,,-4,,,,,,,,-4,,,,,
,-1135,,,,,,,,,2,,,,,,,,2,,,,,
,-527,2,,,,,,,,9,,,,,,,,-10,,,,,
,666,-1,,,,,,,,6,,,,,,,,4,,,,,
,518,,,,,,,,,7,,,,,,,,1,,,,,
,-391,,,,,,,,,-12,,,,,,,,5,,,,,
,92,-27,,,,,,,,-1,,,,,,,,-7,,,,,
,-803,27,,,,,,,,-24,,,,,,,,,,,,,
,804,-8,,,,,,,,19,,,,,,,,4,,,,,
,1482,8,,,,,,,,13,,,,,,,,,,,,,
,-1736,-47,,,,,,,,-15,,,,,,,,2,,,,,
,746,1,,,,,,,,-8,,,,,,,,-4,,,,,
,-362,44,,,,,,,,8,,,,,,,,,,,,,
,-399,-49,,,,,,,,5,,,,,,,,-5,,,,,
,225,6,,,,,,,,-5,,,,,,,,15,,,,,
,-241,1,,,,,,,,2,,,,,,,,-7,,,,,
,1097,-12,,,,,,,,7,,,,,,,,-6,,,,,
,-498,,,,,,,,,-4,,,,,,,,1,,,,,
,-496,10,,,,,,,,2,,,,,,,,-7,,,,,
,-238,-9,,,,,,,,-6,,,,,,,,11,,,,,
,76,,,,,,,,,2,,,,,,,,7,,,,,
,383,-18,,,,,,,,-5,,,,,,,,6,,,,,
,-974,-2,,,,,,,,-3,,,,,,,,-6,,,,,
,2166,,,,,,,,,4,,,,,,,,-6,,,,,
,-1118,-4,,,,,,,,4,,,,,,,,-2,,,,,
,-657,2,,,,,,,,1,,,,,,,,-1,,,,,
,-85,-11,,,,,,,,-7,,,,,,,,,,,,,
,964,13,,,,,,,,6,,,,,,,,2,,,,,
,-242,-30,,,,,,,,-10,,,,,,,,-5,,,,,
,4,15,,,,,,,,7,,,,,,,,-7,,,,,
,-917,-16,,,,,,,,3,,,,,,,,-6,,,,,
,3132,3,,,,,,,,7,,,,,,,,7,,,,,
,-2253,-8,,,,,,,,3,,,,,,,,-1,,,,,
,-353,-14,,,,,,,,7,,,,,,,,10,,,,,
,327,8,,,,,,,,-12,,,,,,,,2,,,,,
,51,9,,,,,,,,-5,,,,,,,,-4,,,,,
,-604,-14,,,,,,,,2,,,,,,,,-1,,,,,
,-57,14,,,,,,,,-3,,,,,,,,-9,,,,,
,560,-23,,,,,,,,,,,,,,,,7,,,,,
,-396,10,,,,,,,,10,,,,,,,,1,,,,,
,837,-15,,,,,,,,-14,,,,,,,,10,,,,,
,-1081,,,,,,,,,4,,,,,,,,1,,,,,
,201,,,,,,,,,3,,,,,,,,1,,,,,
,376,,,,,,,,,2,,,,,,,,-8,,,,,
,-751,1,,,,,,,,6,,,,,,,,5,,,,,
,495,-4,,,,,,,,-10,,,,,,,,8,,,,,
,449,-15,,,,,,,,5,,,,,,,,2,,,,,
,117,,,,,,,,,-3,,,,,,,,-8,,,,,
,1436,17,,,,,,,,6,,,,,,,,-7,,,,,
,-1669,-17,,,,,,,,-3,,,,,,,,2,,,,,
,-946,2,,,,,,,,5,,,,,,,,,,,,,
,100,-27,,,,,,,,-15,,,,,,,,-1,,,,,
,786,26,,,,,,,,-8,,,,,,,,2,,,,,
,-55,-24,,,,,,,,6,,,,,,,,2,,,,,
,-214,24,,,,,,,,-8,,,,,,,,-7,,,,,
,-354,-41,,,,,,,,-3,,,,,,,,10,,,,,
,372,-5,,,,,,,,12,,,,,,,,-7,,,,,
,410,-1,,,,,,,,1,,,,,,,,-2,,,,,
,-104,5,,,,,,,,12,,,,,,,,11,,,,,
,-519,-4,,,,,,,,-1,,,,,,,,-8,,,,,
,661,-1,,,,,,,,-6,,,,,,,,-2,,,,,
,53,1,,,,,,,,-5,,,,,,,,-5,,,,,
,-235,-1,,,,,,,,17,,,,,,,,8,,,,,
,-27,,,,,,,,,-6,,,,,,,,-11,,,,,
,289,-3,,,,,,,,-5,,,,,,,,-1,,,,,
,-50,-6,,,,,,,,2,,,,,,,,10,,,,,
,-360,-20,,,,,,,,-10,,,,,,,,-4,,,,,
,814,17,,,,,,,,5,,,,,,,,-7,,,,,
,-1204,-18,,,,,,,,2,,,,,,,,18,,,,,
,283,-11,,,,,,,,4,,,,,,,,-11,,,,,
,705,11,,,,,,,,-7,,,,,,,,,,,,,
,403,1,,,,,,,,-2,,,,,,,,3,,,,,
,-625,,,,,,,,,-5,,,,,,,,13,,,,,
,-417,-15,,,,,,,,9,,,,,,,,3,,,,,
,1118,-12,,,,,,,,1,,,,,,,,-3,,,,,
,-1279,25,,,,,,,,10,,,,,,,,-1,,,,,
,-366,-30,,,,,,,,-10,,,,,,,,-5,,,,,
,1147,-1,,,,,,,,-1,,,,,,,,-10,,,,,
,-1049,18,,,,,,,,6,,,,,,,,13,,,,,
,658,-19,,,,,,,,-2,,,,,,,,2,,,,,
,39,-10,,,,,,,,7,,,,,,,,7,,,,,
,-455,11,,,,,,,,-5,,,,,,,,-3,,,,,
,3511,17,,,,,,,,-6,,,,,,,,-13,,,,,
,-1097,-22,,,,,,,,5,,,,,,,,-13,,,,,
,-2092,2,,,,,,,,-2,,,,,,,,9,,,,,
,83,-3,,,,,,,,-8,,,,,,,,9,,,,,
,-175,-11,,,,,,,,,,,,,,,,,,,,,
,-809,-1,,,,,,,,-15,,,,,,,,-11,,,,,
,327,,,,,,,,,20,,,,,,,,-2,,,,,
,650,25,,,,,,,,5,,,,,,,,5,,,,,
,-817,-8,,,,,,,,-8,,,,,,,,3,,,,,
,444,2,,,,,,,,8,,,,,,,,,,,,,
,-285,-12,,,,,,,,3,,,,,,,,7,,,,,
,-259,-18,,,,,,,,2,,,,,,,,-4,,,,,
,169,,,,,,,,,-11,,,,,,,,-12,,,,,
,1204,1,,,,,,,,4,,,,,,,,6,,,,,
,-311,,,,,,,,,3,,,,,,,,2,,,,,
,-300,1,,,,,,,,7,,,,,,,,-2,,,,,
,-193,-1,,,,,,,,-5,,,,,,,,,,,,,
,930,,,,,,,,,-10,,,,,,,,1,,,,,
,401,-1,,,,,,,,4,,,,,,,,4,,,,,
,-1089,1,,,,,,,,-5,,,,,,,,1,,,,,
,764,10,,,,,,,,-4,,,,,,,,1,,,,,
,-826,-43,,,,,,,,5,,,,,,,,1,,,,,
,-515,,,,,,,,,10,,,,,,,,-7,,,,,
,230,27,,,,,,,,-11,,,,,,,,7,,,,,
,77,-27,,,,,,,,-14,,,,,,,,-3,,,,,
,509,,,,,,,,,11,,,,,,,,-14,,,,,
,-798,-7,,,,,,,,12,,,,,,,,7,,,,,
,281,6,,,,,,,,-2,,,,,,,,7,,,,,
,453,1,,,,,,,,-12,,,,,,,,-4,,,,,
,-300,-10,,,,,,,,3,,,,,,,,6,,,,,
,1035,-4,,,,,,,,18,,,,,,,,-13,,,,,
,-1456,-9,,,,,,,,,,,,,,,,1,,,,,
,782,-8,,,,,,,,-12,,,,,,,,5,,,,,
,796,,,,,,,,,-16,,,,,,,,12,,,,,
,835,-10,,,,,,,,-14,,,,,,,,-2,,,,,
,-1844,,,,,,,,,12,,,,,,,,-5,,,,,
,-618,10,,,,,,,,9,,,,,,,,-3,,,,,
,1196,-26,,,,,,,,1,,,,,,,,4,,,,,
,2082,26,,,,,,,,10,,,,,,,,-7,,,,,
,-3646,-32,,,,,,,,,,,,,,,,-1,,,,,
,1123,-3,,,,,,,,7,,,,,,,,7,,,,,
,305,26,,,,,,,,-8,,,,,,,,3,,,,,
,-382,-32,,,,,,,,-2,,,,,,,,-1,,,,,
,1269,10,,,,,,,,-7,,,,,,,,-9,,,,,
,-2030,,,,,,,,,-2,,,,,,,,1,,,,,
,1521,-13,,,,,,,,6,,,,,,,,2,,,,,
,-980,18,,,,,,,,8,,,,,,,,-2,,,,,
,-47,-18,,,,,,,,-18,,,,,,,,-6,,,,,
,-42,-17,,,,,,,,9,,,,,,,,16,,,,,
,741,-4,,,,,,,,-3,,,,,,,,4,,,,,
,580,4,,,,,,,,8,,,,,,,,,,,,,
,-601,7,,,,,,,,10,,,,,,,,-2,,,,,
,-599,-7,,,,,,,,-19,,,,,,,,-8,,,,,
,880,,,,,,,,,4,,,,,,,,-5,,,,,
,-1375,,,,,,,,,-8,,,,,,,,7,,,,,
,1390,4,,,,,,,,12,,,,,,,,-10,,,,,
,-1965,-4,,,,,,,,26,,,,,,,,7,,,,,
,2000,-1,,,,,,,,-28,,,,,,,,5,,,,,
,-1603,-30,,,,,,,,,,,,,,,,6,,,,,
,2334,18,,,,,,,,13,,,,,,,,-8,,,,,
,-2037,-17,,,,,,,,-1,,,,,,,,-5,,,,,
,-19,-10,,,,,,,,-12,,,,,,,,-5,,,,,
,73,10,,,,,,,,-5,,,,,,,,-2,,,,,
,569,-9,,,,,,,,10,,,,,,,,2,,,,,
,-427,-2,,,,,,,,8,,,,,,,,3,,,,,
,-86,11,,,,,,,,-3,,,,,,,,13,,,,,
,97,-1,,,,,,,,-8,,,,,,,,6,,,,,
,2324,-31,,,,,,,,-8,,,,,,,,-2,,,,,
,-2643,3,,,,,,,,2,,,,,,,,2,,,,,
,52,-3,,,,,,,,-3,,,,,,,,-9,,,,,
,1437,,,,,,,,,9,,,,,,,,-13,,,,,
,-716,-13,,,,,,,,-1,,,,,,,,4,,,,,
,-662,,,,,,,,,,,,,,,,,6,,,,,
,-14,17,,,,,,,,7,,,,,,,,-14,,,,,
,305,-4,,,,,,,,,,,,,,,,2,,,,,
,-114,-10,,,,,,,,9,,,,,,,,12,,,,,
,129,-18,,,,,,,,-4,,,,,,,,-4,,,,,
,-325,18,,,,,,,,-11,,,,,,,,-6,,,,,
,369,-21,,,,,,,,-4,,,,,,,,4,,,,,
,25,,,,,,,,,-8,,,,,,,,-2,,,,,
,118,-10,,,,,,,,10,,,,,,,,6,,,,,
,95,-3,,,,,,,,-2,,,,,,,,-3,,,,,
,-601,3,,,,,,,,-4,,,,,,,,-7,,,,,
,699,10,,,,,,,,15,,,,,,,,12,,,,,
,800,1,,,,,,,,-1,,,,,,,,-6,,,,,
,-1084,-1,,,,,,,,1,,,,,,,,4,,,,,
,-526,-30,,,,,,,,6,,,,,,,,5,,,,,
,58,-5,,,,,,,,-17,,,,,,,,-2,,,,,
,1209,25,,,,,,,,4,,,,,,,,-8,,,,,
,-1512,-31,,,,,,,,-1,,,,,,,,13,,,,,
,1228,11,,,,,,,,1,,,,,,,,1,,,,,
,-921,,,,,,,,,5,,,,,,,,-10,,,,,
,1650,-13,,,,,,,,-8,,,,,,,,,,,,,
,-1356,17,,,,,,,,4,,,,,,,,,,,,,
,-5,-14,,,,,,,,-10,,,,,,,,7,,,,,
,81,8,,,,,,,,8,,,,,,,,-6,,,,,
,140,-30,,,,,,,,17,,,,,,,,-5,,,,,
